Time,Seatpad-X,Seatpad-Y,Seatpad-Z,X_w,Y_w,Z_w,alX,alY,alZ
0.454,0.018142993,0.000891181,1.00027144,0.000207228,1.66E-05,-0.001108959,0.013365236,-5.07E-05,0.667828679
0.456,0.017519729,-0.001486757,0.995928049,0.000215469,4.29E-05,-0.000856079,0.013341,-3.93E-05,0.667852938
0.458,0.026837535,0.000796063,0.998210609,0.000201598,5.69E-05,-0.000489185,0.01334327,-4.28E-05,0.667831957
0.46,0.019483011,0.001937473,0.996593773,0.000221705,6.63E-05,-0.000258042,0.013576338,1.14E-05,0.667759717
0.462,0.019794645,-0.001898933,0.995420754,0.000272421,8.65E-05,-0.000168876,0.013836625,0.000112733,0.667638421
0.464,0.016802976,-0.00481587,0.991996765,0.000288874,8.88E-05,-0.000260279,0.01389813,4.65E-05,0.667476535
0.466,0.015712261,-2.83E-05,0.988921583,0.000244271,4.56E-05,-0.000665328,0.01369134,-0.00021995,0.667286932
0.468,0.025310535,0.000637535,0.999288559,0.000178676,-3.72E-06,-0.001266723,0.013417913,-0.000446312,0.667084396
0.47,0.017208099,-0.001296522,0.996752322,0.000155314,-1.62E-05,-0.001575348,0.013324557,-0.000544724,0.666884124
0.472,0.017332751,0.000320476,0.993772149,0.00016088,-6.99E-06,-0.001441282,0.013223952,-0.000585005,0.666700602
0.474,0.023627721,0.000986298,0.99916178,0.000148188,3.83E-06,-0.001218422,0.01309543,-0.00054529,0.666546047
0.476,0.015992733,-0.003959813,0.996720612,0.000132547,1.08E-05,-0.001020184,0.013061288,-0.000497575,0.666428447
0.478,0.020542562,-0.004467105,0.997956991,0.000121291,-1.41E-05,-0.00074983,0.013001488,-0.000644042,0.666349471
0.48,0.019794645,-0.00427687,0.994628191,0.00010289,-8.93E-05,-0.000495581,0.012944376,-0.00101916,0.666302681
0.482,0.018423464,-0.004118341,0.996181667,8.75E-05,-0.000190178,-0.000392064,0.012927315,-0.001510136,0.666274309
0.484,0.021041173,0.003047177,0.995737731,7.70E-05,-0.000269121,-0.000417838,0.012919731,-0.00188187,0.666245937
0.486,0.018703932,-0.00215258,0.995103717,6.96E-05,-0.000290079,-0.000470087,0.012949444,-0.00196069,0.666199505
0.488,0.017675543,0.0004473,1.001444459,5.86E-05,-0.000271334,-0.000432351,0.012938673,-0.001858052,0.666122675
0.49,0.023004455,0.002666707,0.997893631,4.03E-05,-0.000245351,-0.000160131,0.012921523,-0.001602709,0.666013122
0.492,0.017021116,-0.002881813,0.99694252,3.21E-05,-0.000215184,0.000256429,0.012974828,-0.001240015,0.665879309
0.494,0.023066781,-0.000884345,0.996815681,3.71E-05,-0.000199181,0.000528512,0.013057085,-0.000975784,0.665738404
0.496,0.014559222,-0.000218523,0.996530414,3.72E-05,-0.000209324,0.000585425,0.013103055,-0.000813755,0.665611088
0.498,0.018174157,-0.004974399,0.99145782,8.01E-06,-0.000232009,0.000469302,0.012974301,-0.00075894,0.665515661
0.5,0.020168601,0.000225358,0.993835628,-4.75E-05,-0.000266817,0.000123538,0.012758176,-0.00085051,0.665463924
0.502,0.021259315,0.003047177,0.998559356,-8.18E-05,-0.000290576,-0.000298887,0.012677938,-0.000858588,0.665458918
0.504,0.021228151,-0.000186818,0.995452464,-6.96E-05,-0.00026618,-0.000466532,0.012774476,-0.00065965,0.665495992
0.506,0.020978848,-2.83E-05,0.997196138,-3.21E-05,-0.000216061,-0.000375273,0.012992219,-0.000413971,0.66556561
0.508,0.018018341,0.001525297,0.996783972,-1.74E-06,-0.000179047,-0.000239781,0.013200046,-0.000185434,0.665656149
0.51,0.019140217,-0.003547636,1.00033474,-1.34E-06,-0.000160502,-7.63E-05,0.013283371,-2.25E-05,0.665756106
0.512,0.023908192,0.001366768,0.994152606,-1.30E-05,-0.000160569,0.000151292,0.013361459,1.13E-05,0.665854335
0.514,0.021196989,-0.001930638,0.995420754,7.61E-06,-0.000169556,0.000266351,0.013589445,-1.11E-05,0.665939867
0.516,0.021041173,0.000225358,0.997703433,6.04E-05,-0.000173063,0.000181323,0.013878916,-5.81E-05,0.666001678
0.518,0.021321641,-0.00275499,0.995642662,0.000108668,-0.000176573,8.89E-05,0.014129428,-0.000156685,0.666029692
0.52,0.020916522,3.42E-06,0.994342804,0.000141225,-0.000188755,4.60E-05,0.014334764,-0.000301402,0.666016757
0.522,0.02786592,0.002222826,0.995072007,0.000184777,-0.000194313,-8.32E-05,0.014623494,-0.000368569,0.665961504
0.524,0.028177554,-0.00161358,1.000810385,0.00028648,-0.000174792,-0.00020865,0.015219696,-0.000313109,0.665869534
0.526,0.019545337,0.000605828,0.995389044,0.000438184,-0.000147344,-0.000109941,0.01594384,-0.000248407,0.665753424
0.528,0.022069562,0.001335062,0.995769501,0.000554438,-0.000127139,9.03E-05,0.016402021,-0.000156233,0.665630162
0.53,0.024656108,-0.004784164,0.996213317,0.000606311,-0.00011428,0.000131064,0.016632723,-0.000102874,0.665516973
0.532,0.017582055,-0.001518463,0.99586457,0.000639378,-0.000130357,4.31E-05,0.016711449,-0.000244249,0.665427029
0.534,0.020885359,-0.001201404,1.000968933,0.000657529,-0.000174584,3.42E-05,0.016520465,-0.000484507,0.665366709
0.536,0.025404025,-0.001708698,1.001951694,0.00066252,-0.000212142,0.000316835,0.016253144,-0.000700742,0.665334463
0.538,0.021352803,0.00257159,1.000968933,0.000696971,-0.00022323,0.00091949,0.016124751,-0.000812242,0.665322781
0.54,0.021820253,0.001303357,0.998559356,0.000757193,-0.000199036,0.001563133,0.01603312,-0.000711349,0.665321112
0.542,0.020760702,0.0004473,0.995928049,0.000801185,-0.000147689,0.001913779,0.015888495,-0.000464517,0.665319622
0.544,0.021508623,-0.003357401,1.001159072,0.000820254,-0.000109196,0.00194196,0.015703289,-0.000280185,0.66531229
0.546,0.022692826,0.000574122,0.993201494,0.000834591,-0.000110334,0.001852586,0.015539413,-0.0002418,0.665298402
0.548,0.017301587,-0.002723285,0.992123544,0.000849806,-0.000133146,0.00159154,0.015356632,-0.000284814,0.665282786
0.55,0.023378417,-0.001803815,0.999890924,0.000850861,-0.000158378,0.001088468,0.015105626,-0.000411596,0.665275276
0.552,0.025559841,-6.00E-05,0.997164428,0.000860241,-0.000183598,0.000715252,0.015010586,-0.00057618,0.665288746
0.554,0.020916522,-0.00161358,0.997322977,0.000912826,-0.000199795,0.000679968,0.015139552,-0.000694476,0.665336788
0.556,0.024250984,-0.000916052,1.002300382,0.00098363,-0.000206736,0.000819945,0.015326022,-0.00078695,0.665430248
0.558,0.024500294,-0.001867227,1.00020802,0.001047443,-0.000216404,0.001110223,0.015580012,-0.000877717,0.665573418
0.56,0.020230932,-0.001930638,0.998876452,0.001108504,-0.00023472,0.001506837,0.015848069,-0.000985562,0.665761411
0.562,0.018610442,-0.001676992,0.998527706,0.001141935,-0.000260662,0.001784507,0.015904523,-0.001112248,0.66597867
0.564,0.021196989,-0.000916052,0.995198846,0.001126791,-0.000286227,0.001806678,0.015721783,-0.001216637,0.666200817
0.566,0.01889091,-0.003230578,0.989872575,0.001089699,-0.00030795,0.001477023,0.015425294,-0.001309159,0.666399419
0.568,0.019514173,0.000225358,0.994564712,0.001053856,-0.000330314,0.000759985,0.015051446,-0.00139491,0.666548491
0.57,0.019327195,0.003047177,0.998813033,0.001016234,-0.000335167,1.75E-05,0.014632925,-0.001320424,0.666631758
0.572,0.025746822,-0.000123405,0.997481525,0.000992052,-0.000299045,-0.000284672,0.01435325,-0.001030084,0.666646779
0.574,0.02247468,0.001081416,0.999288559,0.001014509,-0.000242579,-0.00015981,0.01437341,-0.000671118,0.666605949
0.576,0.013406183,-0.003008637,0.99364531,0.001051264,-0.000205874,3.28E-05,0.014399554,-0.0003944,0.666532099
0.578,0.023845866,-0.002469638,1.001032233,0.001031612,-0.000209882,7.75E-05,0.014207073,-0.000321922,0.666451216
0.58,0.021789091,-9.17E-05,0.995103717,0.000985559,-0.000243029,7.44E-05,0.014085679,-0.000398984,0.666383505
0.582,0.020106275,-0.001867227,0.994850099,0.000978199,-0.000270973,5.96E-05,0.014112818,-0.000495077,0.666337132
0.584,0.020947685,0.001144827,0.994533062,0.000990094,-0.000277109,-0.000123888,0.014140974,-0.000558721,0.666306317
0.586,0.016834138,0.002381355,0.996593773,0.000978831,-0.000257281,-0.000430471,0.014084846,-0.000486283,0.666274369
0.588,0.019856971,0.002539885,0.993708789,0.000933605,-0.000203856,-0.000685883,0.013891496,-0.000219049,0.666220844
0.59,0.026058452,-0.001645286,0.998369157,0.000890656,-0.000136294,-0.000843482,0.013788962,9.88E-05,0.666129827
0.592,0.019420685,0.004600764,0.99478662,0.000899051,-8.30E-05,-0.000895691,0.013929339,0.000384073,0.665995896
0.594,0.017706707,-0.004910988,0.996181667,0.000925419,-4.67E-05,-0.000889194,0.014037672,0.000601354,0.665825546
0.596,0.023191435,0.00447394,0.997481525,0.000913502,-2.63E-05,-0.000883523,0.014024691,0.000689433,0.665634632
0.598,0.02216305,0.003459354,0.996118188,0.000893498,3.51E-06,-0.000834467,0.014100113,0.000853128,0.665442288
0.6,0.017519729,-0.003611048,0.996435225,0.00089602,6.12E-05,-0.000745796,0.014201703,0.001057891,0.665264845
0.602,0.020386746,-0.001645286,0.995325625,0.000885827,9.31E-05,-0.000699848,0.014162272,0.001007652,0.665111125
0.604,0.021695601,0.002254533,0.994374514,0.000853681,7.77E-05,-0.000748369,0.014083699,0.000813189,0.664981008
0.606,0.024219822,0.002413061,0.995642662,0.000843044,7.76E-05,-0.000884977,0.01414712,0.000741155,0.66486758
0.608,0.023378417,0.004188587,0.995706081,0.000879203,0.000133024,-0.001020503,0.014407221,0.000873767,0.664761066
0.61,0.02294213,0.000415593,0.996308506,0.000942705,0.000219951,-0.001066658,0.014780635,0.001125692,0.664652944
0.612,0.021477461,0.001303357,0.993486881,0.000998762,0.000293442,-0.001065126,0.015132817,0.001335832,0.664539158
0.614,0.023284927,0.000986298,0.996213317,0.001033452,0.000336076,-0.001116559,0.015411729,0.001455804,0.664420664
0.616,0.021072337,-0.000123405,0.994818389,0.00105672,0.000360979,-0.001201112,0.015619924,0.001491112,0.664302409
0.618,0.023191435,0.002191119,0.997164428,0.001077792,0.000381971,-0.001220303,0.015755961,0.001464824,0.664190412
0.62,0.019732319,0.001113122,0.997544885,0.001094645,0.000410121,-0.001111663,0.015805932,0.001450169,0.664089084
0.622,0.018361134,-0.005481692,0.996593773,0.001090283,0.00043074,-0.000885077,0.01567271,0.001314889,0.663999438
0.624,0.021196989,0.000764357,0.997671723,0.001054296,0.000409599,-0.000630751,0.015365047,0.000952017,0.663918376
0.626,0.019420685,-0.001106287,0.997069359,0.001009037,0.000364614,-0.000406977,0.015020858,0.000553203,0.663839996
0.628,0.020075113,-0.00101117,0.995547533,0.000973336,0.000336609,-0.000235911,0.014679583,0.000215594,0.663757503
0.63,0.024375638,-0.00275499,0.998178959,0.000952999,0.000317656,-0.000136428,0.014444513,-0.000124407,0.663665533
0.632,0.018236483,-0.004403694,0.992028475,0.000954435,0.000277261,-0.000117023,0.014358964,-0.000539866,0.663562179
0.634,0.018953236,-0.002976931,0.995737731,0.000950003,0.000205699,-0.000245851,0.014230296,-0.001042924,0.663449764
0.636,0.019296033,-0.004530517,0.993328333,0.000909266,0.000117886,-0.000511038,0.013996632,-0.001568744,0.663335145
0.638,0.019732319,-0.000820934,0.993011296,0.000850418,3.59E-05,-0.000812204,0.01375127,-0.002026156,0.663228095
0.64,0.021321641,0.000383887,0.996815681,0.000804688,-1.59E-05,-0.00108122,0.013574387,-0.002260943,0.663139582
0.642,0.020012787,-0.004023223,0.994247735,0.000780993,-3.44E-05,-0.001218042,0.013501885,-0.0022997,0.663078666
0.644,0.019919297,-0.001740403,0.993994057,0.000766141,-5.54E-05,-0.001246433,0.013479563,-0.002316588,0.663050354
0.646,0.018610442,-0.003167166,0.996752322,0.000740323,-0.000100244,-0.001279253,0.01343483,-0.002343556,0.663053095
0.648,0.016802976,-0.003389107,0.993867278,0.000690305,-0.000157783,-0.001290648,0.013288512,-0.002390732,0.663078427
0.65,0.021228151,-0.003389107,0.994469643,0.000621411,-0.000221157,-0.001286158,0.01307873,-0.002484636,0.663111389
0.652,0.024126332,-0.000947757,0.995452464,0.00057561,-0.000282134,-0.00132123,0.01304469,-0.002556382,0.663133204
0.654,0.021072337,0.001081416,0.996340156,0.000586513,-0.00031649,-0.001320753,0.01326998,-0.002469334,0.663124621
0.656,0.019669993,0.000986298,1.001222491,0.000619989,-0.000306666,-0.001124318,0.013550801,-0.002158809,0.663070321
0.658,0.018080667,0.001239944,0.995706081,0.000619172,-0.000264047,-0.000682612,0.013695035,-0.001687879,0.662961781
0.66,0.019015566,-0.002311108,0.990887165,0.000572898,-0.000221266,-0.000317722,0.0136668,-0.001214947,0.662799597
0.662,0.020480236,-0.001645286,0.998717904,0.000512411,-0.000209342,-0.000338095,0.013565214,-0.00090289,0.662593126
0.664,0.019950461,0.003047177,0.99142611,0.00046947,-0.000218408,-0.00053758,0.013491655,-0.000669408,0.662358701
0.666,0.016834138,-0.003484225,0.995610952,0.000437961,-0.000213627,-0.000699297,0.013387472,-0.000434397,0.662116349
0.668,0.020199768,-0.00031364,0.997101068,0.000392084,-0.000204098,-0.000800287,0.013203745,-0.000321711,0.661886752
0.67,0.022287702,-0.00085264,0.996086478,0.000345449,-0.000210822,-0.000740984,0.013098239,-0.000311173,0.661688209
0.672,0.023690047,-0.000598993,1.001127362,0.000339692,-0.000220066,-0.000475621,0.013230935,-0.000319871,0.661534607
0.674,0.021539787,0.005361704,0.999827564,0.000379097,-0.000205643,-1.35E-06,0.013560751,-0.000221134,0.661433995
0.676,0.022910967,-0.002406226,0.99475497,0.000429549,-0.000155742,0.000542869,0.013959761,2.71E-05,0.661387503
0.678,0.021757927,-0.003484225,0.99580121,0.000469055,-0.00011429,0.000818749,0.01435976,0.000137267,0.661389232
0.68,0.020262094,-0.00183552,0.997671723,0.000493969,-0.000132039,0.00077792,0.014679379,-1.61E-05,0.661427259
0.682,0.015961565,-0.000155112,0.999447107,0.000487178,-0.000180703,0.00075218,0.014752099,-0.000247873,0.661486089
0.684,0.021976069,-0.000916052,0.998400927,0.00043945,-0.000207492,0.000949666,0.014578586,-0.000425961,0.661550224
0.686,0.021290477,0.000574122,0.999732435,0.000391201,-0.00020468,0.00127913,0.014402477,-0.000522205,0.661608398
0.688,0.026557064,0.001081416,0.995674372,0.00039493,-0.000183996,0.00155393,0.014437811,-0.000503464,0.66165638
0.69,0.022848641,-0.001201404,0.997671723,0.000458841,-0.000155196,0.001639124,0.014729139,-0.000408029,0.661697984
0.692,0.017270425,-0.003072048,0.997418046,0.000529492,-0.000141983,0.001569783,0.015005963,-0.000390144,0.661743224
0.694,0.017862527,-0.003230578,0.996181667,0.000533211,-0.000167324,0.001474256,0.01496454,-0.000547596,0.661804497
0.696,0.015930403,-0.00161358,0.996181667,0.00045809,-0.000220625,0.001358157,0.014595233,-0.000816303,0.661892414
0.698,0.017550891,-0.001042875,0.990823686,0.000347728,-0.000267856,0.001099385,0.014012088,-0.001061543,0.662012517
0.7,0.017706707,0.001525297,0.992028475,0.000241016,-0.000283555,0.000565593,0.013368011,-0.001165051,0.662163913
0.702,0.018142993,-0.000186818,0.99805218,0.000154114,-0.000264593,-9.04E-05,0.012784111,-0.001089113,0.662339687
0.704,0.016927628,-0.000947757,0.996054828,8.09E-05,-0.000233158,-0.000457207,0.012281908,-0.000936663,0.662528813
0.706,0.020511398,0.002254533,0.999352038,1.39E-05,-0.000208537,-0.000406228,0.011904311,-0.000748025,0.662717938
0.708,0.020012787,0.003205708,1.002649069,-3.43E-05,-0.000172333,-5.45E-05,0.011746436,-0.00041889,0.662892997
0.71,0.018859746,-0.001962345,0.991140783,-5.80E-05,-0.000114423,0.00039774,0.011770897,-2.74E-05,0.663039982
0.712,0.020978848,-0.002057462,0.998971581,-7.41E-05,-7.63E-05,0.00058388,0.011896504,0.000182322,0.663145483
0.714,0.016242037,0.002286237,0.997925341,-9.77E-05,-7.72E-05,0.000505232,0.012043666,0.000238174,0.6631971
0.716,0.021383967,-0.00139164,0.995484173,-0.000134912,-7.86E-05,0.000483419,0.012148338,0.000289573,0.66318512
0.718,0.021290477,-0.001296522,0.997196138,-0.000166638,-6.74E-05,0.00051326,0.01232682,0.000275406,0.663104832
0.72,0.020760702,0.003808117,1.001159072,-0.000167716,-5.52E-05,0.000557209,0.012627114,0.000252802,0.662959635
0.722,0.019327195,0.001335062,0.996720612,-0.000153819,-2.08E-05,0.000745965,0.012929399,0.000383878,0.662762821
0.724,0.020760702,0.009800521,0.994913459,-0.000152173,6.30E-05,0.000938287,0.013169189,0.000776175,0.662537336
0.726,0.017737869,-0.002850108,0.995484173,-0.000166954,0.000185893,0.000865598,0.013317658,0.001340772,0.662312627
0.728,0.01674065,6.68E-05,0.99808383,-0.00020354,0.000280282,0.00061603,0.01328292,0.001690969,0.662119091
0.73,0.019483011,3.42E-06,0.995674372,-0.000264459,0.000301548,0.000451747,0.013087735,0.001737351,0.661982059
0.732,0.017519729,-0.001518463,0.997735083,-0.00032827,0.000286645,0.000410702,0.012855968,0.001610626,0.661916554
0.734,0.019919297,-0.001106287,0.997449815,-0.000377614,0.000269027,0.000420041,0.012643714,0.001328937,0.661925256
0.736,0.016678324,0.003395943,0.997005939,-0.000418021,0.000260416,0.000461548,0.012452837,0.001046903,0.661999166
0.738,0.022537008,-0.00237452,1.000842094,-0.000453545,0.000274815,0.000557246,0.012326624,0.000860531,0.662120402
0.74,0.019327195,0.002476472,0.99472326,-0.000470127,0.000299298,0.000713243,0.012357735,0.000706545,0.66226685
0.742,0.019327195,0.000637535,0.991743088,-0.000468186,0.000322279,0.000705579,0.012475923,0.000627723,0.662416041
0.744,0.02063605,6.68E-05,0.997481525,-0.000469306,0.000349184,0.000355338,0.012602226,0.000615535,0.662548661
0.746,0.020137439,-0.003864695,0.996593773,-0.000474366,0.000361016,-3.59E-05,0.012766088,0.000508249,0.662650824
0.748,0.014621548,-0.005703633,0.993994057,-0.000487967,0.000322135,-0.000206352,0.0128363,0.000142285,0.662715316
0.75,0.016896464,-0.002215991,0.998591125,-0.000540672,0.000231227,-0.000275443,0.012654876,-0.000442947,0.662741601
0.752,0.020106275,-0.000472171,0.997354686,-0.000622943,0.000139645,-0.000278076,0.012371656,-0.000983604,0.662734807
0.754,0.02216305,0.006407997,0.996815681,-0.000673511,0.00011262,-0.00016472,0.012261768,-0.001173974,0.662703574
0.756,0.019545337,0.000669239,0.99691081,-0.000666032,0.000170433,-4.00E-05,0.012366321,-0.000928279,0.662657201
0.758,0.020262094,0.003586178,0.997893631,-0.000637578,0.000266578,3.39E-05,0.012550502,-0.000456409,0.662602663
0.76,0.020791866,-0.003706165,0.997893631,-0.000620903,0.000335895,0.000122908,0.012757754,-2.19E-05,0.662543297
0.762,0.018953236,0.001303357,0.992725968,-0.000614519,0.000351142,0.000184606,0.012961843,0.000219917,0.662477911
0.764,0.015462958,-0.00177211,0.993011296,-0.000626792,0.000333384,8.77E-06,0.013014142,0.000311812,0.662403047
0.766,0.017519729,0.000605828,0.995072007,-0.000677933,0.000316414,-0.000422674,0.012829027,0.000324982,0.66231519
0.768,0.020012787,-0.000250229,0.997291267,-0.00074798,0.000311557,-0.000797015,0.012569055,0.000303159,0.662213743
0.77,0.017270425,-0.000598993,1.00131762,-0.000796995,0.000313906,-0.000803567,0.012368274,0.000267015,0.662102342
0.772,0.017301587,-0.00031364,1.001793146,-0.000830165,0.000313995,-0.000358324,0.012162075,0.00019912,0.661988854
0.774,0.018859746,-0.001486757,0.99691081,-0.000871235,0.000306087,0.000309254,0.011946386,9.72E-05,0.661883116
0.776,0.019171381,-0.001676992,0.992123544,-0.000911262,0.000287521,0.000697705,0.011811353,-6.35E-05,0.66179353
0.778,0.020355584,-0.000123405,1.000049472,-0.000930911,0.000261061,0.000591929,0.011806437,-0.000249078,0.661724031
0.78,0.018111831,-0.003642753,0.998844743,-0.000932948,0.000232612,0.000416949,0.011894071,-0.000447736,0.661672592
0.782,0.017893689,-0.004974399,0.993328333,-0.000940089,0.000186345,0.000467055,0.011963246,-0.000775735,0.661632061
0.784,0.018735094,-0.000820934,0.997069359,-0.000965863,0.000112011,0.000468998,0.011978045,-0.001201078,0.661593556
0.786,0.021913743,-0.000472171,0.993423402,-0.000989561,4.57E-05,0.000254786,0.01204998,-0.001507583,0.661550581
0.788,0.022537008,0.003015473,0.998147249,-0.000976246,2.92E-05,-1.67E-05,0.012309814,-0.001545779,0.661502779
0.79,0.021602113,0.000383887,0.995642662,-0.000920739,6.30E-05,-0.000176838,0.012739315,-0.001314588,0.661456227
0.792,0.023409579,-0.000947757,0.992250383,-0.000847257,0.00010921,-0.000277293,0.013254328,-0.000991605,0.661421597
